t,x,y,z
8.708856,0.772,-0.448,0.312
8.758904,0.954,-0.472,0.246
8.808952,0.928,-0.45,0.184
8.859,0.83,-0.384,0.194
8.908856,0.956,-0.406,0.176
8.958904,0.786,-0.384,0.188
9.008952,0.844,-0.422,0.206
9.059,0.858,-0.376,0.198
9.108856,0.938,-0.334,0.246
9.158904,0.994,-0.326,0.272
9.208952,0.986,-0.226,0.376
9.259,0.8,-0.2,0.352
9.309856,0.928,-0.27,0.376
9.359904,0.868,-0.12,0.37
9.409952,0.848,-0.228,0.384
9.46,0.856,-0.224,0.376
9.509856,0.782,-0.168,0.364
9.559904,0.84,-0.188,0.376
9.609952,0.832,-0.186,0.382
9.66,0.826,-0.174,0.398
9.709856,0.77,-0.184,0.47
9.759904,0.804,-0.178,0.444
9.809952,0.85,-0.176,0.464
9.86,0.832,-0.166,0.454
9.909856,0.864,-0.126,0.444
9.959904,0.856,-0.088,0.45
10.009952,0.832,-0.108,0.438
10.06,0.858,-0.094,0.428
10.109856,0.892,-0.088,0.408
10.159904,1.018,-0.152,0.37
10.209952,1.104,-0.176,0.328
10.26,0.932,-0.176,0.28
10.310856,0.864,-0.318,0.274
10.360904,0.98,-0.358,0.23
10.410952,0.858,-0.374,0.21
10.461,0.85,-0.354,0.168
10.510856,0.858,-0.336,0.146
10.560904,0.872,-0.304,0.134
10.610952,0.818,-0.248,0.14
10.661,0.772,-0.294,0.236
10.710856,1.264,-0.35,0.184
10.760904,0.926,-0.23,0.348
10.810952,0.81,-0.236,0.472
10.861,0.738,-0.294,0.53
10.910856,0.746,-0.144,0.476
10.960904,0.9,-0.274,0.448
11.010952,0.942,-0.286,0.434
11.061,0.826,-0.264,0.402
11.110856,0.862,-0.29,0.382
11.160904,0.882,-0.204,0.334
11.210952,0.932,-0.214,0.326
11.261,0.866,-0.236,0.318
11.311856,0.85,-0.288,0.304
11.361904,0.882,-0.248,0.27
11.411952,0.936,-0.272,0.248
11.462,0.952,-0.27,0.248
11.511856,0.852,-0.262,0.252
11.561904,0.868,-0.28,0.232
11.611952,0.872,-0.262,0.238
11.662,0.864,-0.28,0.252
11.711856,0.88,-0.31,0.236
11.761904,0.948,-0.312,0.222
11.811952,0.906,-0.262,0.252
11.862,0.856,-0.28,0.274
11.911856,0.88,-0.28,0.28
11.961904,0.866,-0.272,0.288
12.011952,0.872,-0.3,0.312
12.062,0.882,-0.238,0.316
12.111856,0.898,-0.23,0.318
12.161904,0.872,-0.24,0.32
12.211952,0.896,-0.238,0.326
12.262,0.916,-0.248,0.322
12.312856,0.858,-0.23,0.328
12.362904,0.858,-0.206,0.31
12.412952,0.91,-0.226,0.286
12.463,0.878,-0.268,0.308
12.512856,0.866,-0.28,0.294
12.562904,0.898,-0.254,0.31
12.612952,0.888,-0.24,0.29
12.663,0.884,-0.246,0.3
12.712856,0.882,-0.252,0.312
12.762904,0.898,-0.262,0.31
12.812952,0.868,-0.262,0.3
12.863,0.866,-0.268,0.304
12.912856,0.884,-0.27,0.306
12.962904,0.884,-0.262,0.292
13.012952,0.868,-0.254,0.294
13.063,0.898,-0.254,0.286
13.112856,0.888,-0.25,0.3
13.162904,0.888,-0.27,0.286
13.212952,0.884,-0.262,0.304
13.263,0.888,-0.268,0.294
13.313856,0.882,-0.24,0.318
13.363904,0.884,-0.27,0.304
13.413952,0.888,-0.262,0.29
13.464,0.872,-0.252,0.28
13.513856,0.88,-0.252,0.28
13.563904,0.882,-0.254,0.286
13.613952,0.894,-0.246,0.29
13.664,0.89,-0.236,0.288
13.713856,0.878,-0.248,0.296
13.763904,0.88,-0.248,0.296
13.813952,0.894,-0.254,0.316
13.864,0.894,-0.262,0.308
13.913856,0.88,-0.264,0.296
13.963904,0.884,-0.264,0.3
14.013952,0.882,-0.264,0.276
14.064,0.878,-0.264,0.294
14.113856,0.898,-0.272,0.296
14.163904,0.882,-0.26,0.302
14.213952,0.89,-0.27,0.304
14.264,0.904,-0.258,0.3
14.313856,0.874,-0.252,0.3
14.363904,0.88,-0.232,0.286
14.413952,0.882,-0.258,0.288
14.464,0.89,-0.254,0.284
14.514856,0.89,-0.274,0.29
14.564904,0.89,-0.258,0.3
14.614952,0.894,-0.272,0.31
14.665,0.888,-0.264,0.294
14.714856,0.884,-0.254,0.29
14.764904,0.872,-0.236,0.284
14.814952,0.89,-0.24,0.276
14.865,0.888,-0.248,0.316
14.914856,0.858,-0.236,0.312
14.964904,0.872,-0.262,0.304
15.014952,0.91,-0.284,0.302
15.065,0.902,-0.27,0.288
15.114856,0.866,-0.252,0.294
15.164904,0.858,-0.242,0.294
15.214952,0.896,-0.252,0.286
15.265,0.898,-0.258,0.304
15.314856,0.88,-0.262,0.3
15.364904,0.872,-0.222,0.284
15.414952,0.904,-0.262,0.288
15.465,0.884,-0.254,0.3
15.515856,0.904,-0.268,0.288
15.565904,0.904,-0.254,0.304
15.615952,0.868,-0.262,0.28
15.666,0.894,-0.246,0.294
15.715856,0.894,-0.27,0.29
15.765904,0.882,-0.248,0.286
15.815952,0.882,-0.246,0.304
15.866,0.888,-0.262,0.294
15.915856,0.888,-0.254,0.296
15.965904,0.88,-0.252,0.306
16.015952,0.878,-0.248,0.29
16.066,0.874,-0.23,0.28
16.115856,0.89,-0.262,0.288
16.165904,0.884,-0.258,0.3
16.215952,0.874,-0.242,0.286
16.266,0.898,-0.27,0.294
16.315856,0.89,-0.262,0.302
16.365904,0.888,-0.248,0.304
16.415952,0.88,-0.248,0.29
16.466,0.89,-0.268,0.306
16.516856,0.89,-0.254,0.294
16.566904,0.882,-0.254,0.294
16.616952,0.884,-0.254,0.286
16.667,0.89,-0.248,0.296
16.716856,0.888,-0.264,0.286
16.766904,0.882,-0.254,0.3
16.816952,0.88,-0.268,0.292
16.867,0.888,-0.252,0.288
16.916856,0.89,-0.254,0.296
16.966904,0.882,-0.262,0.272
17.016952,0.88,-0.258,0.304
17.067,0.88,-0.264,0.288
17.116856,0.884,-0.246,0.288
17.166904,0.878,-0.27,0.294
17.216952,0.89,-0.26,0.28
17.267,0.89,-0.248,0.294
17.316856,0.886,-0.254,0.3
17.366904,0.88,-0.254,0.286
17.416952,0.88,-0.262,0.28
17.467,0.89,-0.262,0.29
17.517856,0.884,-0.27,0.3
17.567904,0.872,-0.262,0.296
17.617952,0.898,-0.262,0.286
17.668,0.882,-0.248,0.288
17.717856,0.89,-0.258,0.294
17.767904,0.89,-0.254,0.286
17.817952,0.882,-0.238,0.294
17.868,0.886,-0.27,0.294
17.917856,0.888,-0.262,0.286
17.967904,0.882,-0.268,0.286
18.017952,0.89,-0.254,0.294
18.068,0.88,-0.254,0.28
18.117856,0.884,-0.248,0.32
18.167904,0.894,-0.254,0.294
18.217952,0.882,-0.262,0.288
18.268,0.868,-0.24,0.28
18.317856,0.89,-0.268,0.272
18.367904,0.894,-0.264,0.284
18.417952,0.882,-0.262,0.284
18.468,0.884,-0.252,0.294
18.518856,0.884,-0.268,0.288
18.568904,0.886,-0.27,0.286
18.618952,0.878,-0.252,0.294
18.669,0.888,-0.268,0.292
18.718856,0.894,-0.258,0.284
18.768904,0.89,-0.318,0.268
18.818952,0.896,-0.264,0.288
18.869,0.884,-0.27,0.288
18.918856,0.876,-0.264,0.292
18.968904,0.882,-0.258,0.284
19.018952,0.884,-0.254,0.288
19.069,0.88,-0.254,0.302
19.118856,0.872,-0.254,0.27
19.168904,0.888,-0.254,0.28
19.218952,0.888,-0.268,0.294
19.269,0.882,-0.254,0.286
19.318856,0.878,-0.248,0.302
19.368904,0.888,-0.262,0.29
19.418952,0.888,-0.258,0.294
19.469,0.882,-0.254,0.3
19.518856,0.89,-0.268,0.304
19.568904,0.888,-0.258,0.302
19.618952,0.89,-0.252,0.284
19.669,0.894,-0.252,0.304
19.919856,0.896,-0.274,0.268
19.969904,0.88,-0.268,0.296
20.019952,0.894,-0.264,0.288
20.07,0.89,-0.252,0.288
20.119856,0.898,-0.262,0.292
20.169904,0.892,-0.26,0.29
20.219952,0.898,-0.268,0.284
20.27,0.882,-0.252,0.294
20.319856,0.888,-0.258,0.286
20.369904,0.888,-0.254,0.284
20.419952,0.884,-0.262,0.29
20.47,0.89,-0.272,0.284
20.519856,0.896,-0.254,0.286
20.569904,0.882,-0.26,0.294
20.619952,0.88,-0.262,0.294
20.67,0.896,-0.262,0.286
20.719856,0.896,-0.252,0.284
20.769904,0.884,-0.254,0.294
20.819952,0.904,-0.248,0.302
20.87,0.874,-0.248,0.29
20.920856,0.888,-0.254,0.292
20.970904,0.884,-0.262,0.284
21.020952,0.884,-0.262,0.284
21.071,0.874,-0.268,0.278
21.120856,0.878,-0.264,0.286
21.170904,0.894,-0.246,0.286
21.220952,0.874,-0.248,0.28
21.271,0.89,-0.262,0.294
21.320856,0.874,-0.252,0.304
21.370904,0.872,-0.254,0.284
21.420952,0.922,-0.272,0.286
21.471,0.872,-0.258,0.304
21.520856,0.88,-0.248,0.288
21.570904,0.912,-0.23,0.264
21.620952,0.884,-0.262,0.294
21.671,0.872,-0.336,0.27
21.720856,0.9,-0.27,0.28
21.770904,0.89,-0.258,0.29
21.820952,0.882,-0.24,0.288
21.871,0.894,-0.27,0.284
21.921856,0.89,-0.24,0.284
21.971904,0.88,-0.248,0.294
22.021952,0.898,-0.268,0.272
22.072,0.866,-0.238,0.278
22.121856,0.874,-0.27,0.296
22.171904,0.89,-0.254,0.294
22.221952,0.898,-0.262,0.296
22.272,0.874,-0.242,0.288
22.321856,0.894,-0.248,0.294
22.371904,0.888,-0.254,0.284
22.421952,0.88,-0.258,0.292
22.472,0.888,-0.252,0.294
22.521856,0.884,-0.254,0.302
22.571904,0.898,-0.348,0.264
22.621952,0.88,-0.254,0.288
22.672,0.89,-0.262,0.296
22.721856,0.878,-0.238,0.306
22.771904,0.882,-0.248,0.284
22.821952,0.886,-0.254,0.284
22.872,0.89,-0.254,0.286
22.922856,0.882,-0.258,0.3
22.972904,0.882,-0.24,0.284
23.022952,0.886,-0.262,0.302
23.073,0.872,-0.226,0.274
23.122856,0.888,-0.254,0.292
23.172904,0.894,-0.248,0.284
23.222952,0.878,-0.24,0.288
23.273,0.896,-0.266,0.27
23.322856,0.884,-0.262,0.3
23.372904,0.89,-0.252,0.294
23.422952,0.884,-0.264,0.302
23.473,0.88,-0.262,0.27
23.522856,0.896,-0.254,0.272
23.572904,0.89,-0.248,0.286
23.622952,0.882,-0.262,0.294
23.673,0.89,-0.272,0.292
23.722856,0.898,-0.262,0.304
23.772904,0.884,-0.27,0.294
23.822952,0.888,-0.27,0.28
23.873,0.884,-0.272,0.286
23.923856,0.856,-0.28,0.296
23.973904,0.878,-0.28,0.294
24.023952,0.89,-0.286,0.286
24.074,0.882,-0.258,0.27
24.123856,0.89,-0.232,0.28
24.173904,0.906,-0.23,0.29
24.223952,0.894,-0.224,0.27
24.274,0.872,-0.222,0.28
24.523856,0.872,-0.24,0.294
24.573904,0.954,-0.264,0.276
24.623952,0.868,-0.22,0.286
24.674,0.848,-0.222,0.286
24.723856,0.936,-0.23,0.278
24.773904,0.922,-0.238,0.28
24.823952,0.866,-0.23,0.3
24.874,0.882,-0.248,0.286
24.923856,0.898,-0.254,0.28
24.973904,0.872,-0.232,0.28
25.023952,0.88,-0.248,0.294
25.074,0.882,-0.248,0.278
25.124856,0.872,-0.24,0.288
25.174904,0.874,-0.24,0.288
25.224952,0.884,-0.232,0.28
25.275,0.89,-0.254,0.284
25.324856,0.888,-0.262,0.286
25.374904,0.888,-0.238,0.286
25.424952,0.882,-0.262,0.284
25.475,0.882,-0.236,0.28
25.524856,0.872,-0.242,0.288
25.574904,0.89,-0.242,0.3
25.624952,0.892,-0.246,0.274
25.675,0.884,-0.262,0.292
25.724856,0.888,-0.278,0.304
25.774904,0.89,-0.27,0.286
25.824952,0.89,-0.258,0.284
25.875,0.89,-0.252,0.294
25.924856,0.882,-0.24,0.294
25.974904,0.898,-0.254,0.296
26.024952,0.894,-0.262,0.29
26.075,0.884,-0.27,0.294
26.125856,0.9,-0.27,0.28
26.175904,0.88,-0.25,0.28
26.225952,0.89,-0.252,0.28
26.276,0.884,-0.254,0.284
26.325856,0.884,-0.254,0.28
26.375904,0.882,-0.248,0.27
26.425952,0.9,-0.27,0.294
26.476,0.884,-0.274,0.272
26.525856,0.884,-0.254,0.28
26.575904,0.89,-0.262,0.278
26.625952,0.89,-0.262,0.29
26.676,0.89,-0.266,0.288
26.725856,0.884,-0.254,0.276
26.775904,0.882,-0.264,0.28
26.825952,0.888,-0.254,0.274
26.876,0.89,-0.254,0.28
26.925856,0.898,-0.252,0.294
26.975904,0.898,-0.254,0.286
27.025952,0.884,-0.248,0.284
27.076,0.89,-0.248,0.28
27.126856,0.89,-0.254,0.276
27.176904,0.904,-0.272,0.28
27.226952,0.888,-0.252,0.296
27.277,0.89,-0.248,0.28
27.326856,0.884,-0.262,0.278
27.376904,0.894,-0.268,0.28
27.426952,0.874,-0.254,0.28
27.477,0.886,-0.262,0.286
27.526856,0.894,-0.264,0.286
27.576904,0.888,-0.252,0.288
27.626952,0.882,-0.252,0.284
27.677,0.89,-0.252,0.286
27.726856,0.882,-0.248,0.29
27.776904,0.878,-0.252,0.28
27.826952,0.89,-0.26,0.286
27.877,0.864,-0.238,0.264
27.926856,0.88,-0.252,0.28
27.976904,0.894,-0.264,0.28
28.026952,0.884,-0.242,0.294
28.077,0.89,-0.252,0.294
28.127856,0.9,-0.248,0.28
28.177904,0.882,-0.262,0.294
28.227952,0.884,-0.254,0.286
28.278,0.894,-0.258,0.286
28.327856,0.882,-0.24,0.264
28.377904,0.892,-0.254,0.276
28.427952,0.89,-0.254,0.286
28.478,0.892,-0.254,0.286
28.527856,0.884,-0.262,0.292
28.577904,0.89,-0.254,0.27
28.627952,0.884,-0.258,0.28
28.678,0.866,-0.262,0.278
28.727856,0.91,-0.246,0.28
28.777904,0.89,-0.254,0.28
28.827952,0.878,-0.248,0.28
28.878,0.896,-0.274,0.294
28.927856,0.878,-0.27,0.276
28.977904,0.898,-0.27,0.28
29.027952,0.872,-0.252,0.284
29.078,0.89,-0.252,0.29
29.128856,0.89,-0.248,0.294
29.178904,0.878,-0.23,0.274
29.228952,0.882,-0.252,0.288
29.279,0.896,-0.254,0.284
29.328856,0.884,-0.262,0.286
29.378904,0.894,-0.254,0.28
29.428952,0.882,-0.24,0.28
29.479,0.898,-0.258,0.284
29.528856,0.906,-0.254,0.28
29.578904,0.884,-0.252,0.286
29.628952,0.894,-0.254,0.276
29.679,0.89,-0.252,0.272
29.728856,0.88,-0.258,0.302
29.778904,0.89,-0.262,0.294
29.828952,0.882,-0.242,0.3
29.879,0.888,-0.258,0.28
29.928856,0.884,-0.262,0.286
29.978904,0.882,-0.27,0.278
30.028952,0.888,-0.254,0.296
30.079,0.882,-0.24,0.28
30.128856,0.9,-0.252,0.28
30.178904,0.896,-0.262,0.286
30.228952,0.896,-0.268,0.28
30.279,0.88,-0.246,0.288
30.329856,0.882,-0.236,0.262
30.379904,0.89,-0.26,0.272
30.429952,0.884,-0.262,0.294
30.48,0.888,-0.274,0.286
30.529856,0.882,-0.25,0.286
30.579904,0.89,-0.258,0.296
30.629952,0.898,-0.27,0.272
30.68,0.898,-0.268,0.27
30.729856,0.896,-0.254,0.28
30.779904,0.896,-0.248,0.286
30.829952,0.894,-0.268,0.302
30.88,0.896,-0.264,0.288
30.929856,0.89,-0.27,0.27
30.979904,0.884,-0.262,0.27
31.029952,0.886,-0.254,0.274
31.08,0.882,-0.272,0.27
31.129856,0.898,-0.27,0.28
31.179904,0.89,-0.264,0.296
31.229952,0.898,-0.268,0.294
31.28,0.88,-0.268,0.274
31.330856,0.89,-0.264,0.272
31.380904,0.882,-0.254,0.262
31.430952,0.888,-0.252,0.274
31.481,0.868,-0.24,0.284
31.530856,0.882,-0.254,0.28
31.580904,0.884,-0.258,0.286
31.630952,0.89,-0.248,0.28
31.681,0.88,-0.254,0.274
31.730856,0.884,-0.258,0.294
31.780904,0.888,-0.254,0.286
31.830952,0.898,-0.248,0.284
31.881,0.898,-0.27,0.278
31.930856,0.89,-0.254,0.27
31.980904,0.888,-0.254,0.286
32.030952,0.882,-0.25,0.284
32.081,0.888,-0.264,0.284
32.130856,0.88,-0.264,0.296
32.180904,0.888,-0.268,0.28
32.230952,0.898,-0.262,0.294
32.281,0.896,-0.258,0.276
32.331856,0.898,-0.254,0.294
32.381904,0.866,-0.238,0.254
32.431952,0.894,-0.252,0.272
32.482,0.89,-0.252,0.282
32.531856,0.874,-0.252,0.28
32.581904,0.898,-0.252,0.288
32.631952,0.894,-0.248,0.29
32.682,0.872,-0.246,0.286
32.731856,0.898,-0.242,0.262
32.781904,0.89,-0.252,0.264
32.831952,0.89,-0.264,0.288
32.882,0.884,-0.262,0.28
32.931856,0.884,-0.258,0.28
32.981904,0.88,-0.254,0.272
33.031952,0.904,-0.252,0.272
33.082,0.898,-0.262,0.286
33.131856,0.884,-0.254,0.278
33.181904,0.904,-0.262,0.294
33.231952,0.89,-0.264,0.264
33.282,0.874,-0.254,0.288
33.332856,0.89,-0.254,0.288
33.382904,0.888,-0.248,0.274
33.432952,0.89,-0.248,0.27
33.483,0.894,-0.24,0.268
33.532856,0.89,-0.23,0.27
33.582904,0.882,-0.192,0.258
33.632952,0.898,-0.238,0.284
33.683,0.882,-0.264,0.286
33.732856,0.878,-0.27,0.288
33.782904,0.878,-0.284,0.28
33.832952,0.878,-0.27,0.286
33.883,0.882,-0.258,0.278
33.932856,0.878,-0.224,0.268
33.982904,0.89,-0.232,0.292
34.032952,0.898,-0.254,0.294
34.083,0.896,-0.27,0.294
34.132856,0.896,-0.262,0.27
34.182904,0.896,-0.254,0.28
34.232952,0.898,-0.24,0.268
34.283,0.882,-0.23,0.272
34.333856,0.898,-0.206,0.254
34.383904,0.896,-0.224,0.272
34.433952,0.9,-0.238,0.284
34.484,0.904,-0.23,0.272
34.533856,0.896,-0.232,0.27
34.583904,0.916,-0.224,0.252
34.633952,0.902,-0.21,0.264
34.684,0.874,-0.222,0.288
34.733856,0.912,-0.248,0.286
34.783904,0.896,-0.232,0.29
34.833952,0.89,-0.236,0.28
34.884,0.882,-0.232,0.296
34.933856,0.882,-0.262,0.318
34.983904,0.872,-0.264,0.326
35.033952,0.866,-0.262,0.328
35.084,0.848,-0.294,0.328
35.133856,0.84,-0.296,0.322
35.183904,0.804,-0.308,0.326
35.233952,0.872,-0.326,0.316
35.284,0.872,-0.31,0.302
35.333856,0.866,-0.318,0.272
35.383904,0.856,-0.284,0.22
35.433952,0.866,-0.29,0.192
35.484,0.904,-0.294,0.168
35.534856,0.974,-0.264,0.172
35.584904,1.0,-0.254,0.152
35.634952,0.986,-0.294,0.138
35.685,0.992,-0.258,0.114
35.734856,0.97,-0.252,0.152
35.784904,0.894,-0.23,0.166
35.834952,0.852,-0.24,0.166
35.885,0.866,-0.264,0.178
35.934856,0.912,-0.29,0.182
35.984904,0.904,-0.284,0.21
36.034952,0.862,-0.24,0.264
36.085,0.84,-0.252,0.27
36.134856,0.852,-0.254,0.29
36.184904,0.834,-0.262,0.318
36.234952,0.846,-0.216,0.358
36.285,0.858,-0.27,0.344
36.334856,0.92,-0.286,0.36
36.384904,0.89,-0.23,0.332
36.434952,0.872,-0.204,0.316
36.485,0.866,-0.216,0.326
36.535856,0.862,-0.23,0.316
36.585904,0.818,-0.226,0.32
36.635952,0.826,-0.272,0.326
36.686,0.866,-0.296,0.332
36.735856,0.866,-0.336,0.326
36.785904,0.852,-0.326,0.332
36.835952,0.852,-0.286,0.318
36.886,0.912,-0.278,0.288
36.935856,0.96,-0.246,0.286
36.985904,1.088,-0.3,0.24
37.035952,0.978,-0.23,0.236
37.086,0.942,-0.232,0.232
37.135856,0.778,-0.242,0.184
37.185904,0.776,-0.348,0.136
37.235952,0.866,-0.372,0.114
37.286,0.8,-0.344,0.16
37.335856,0.712,-0.422,0.204
37.385904,0.74,-0.418,0.246
37.435952,0.808,-0.42,0.25
37.486,0.826,-0.408,0.248
37.536856,0.806,-0.348,0.264
37.586904,0.772,-0.358,0.254
37.636952,0.904,-0.366,0.262
37.687,1.058,-0.28,0.252
37.736856,1.284,-0.288,0.216
37.786904,0.952,-0.48,0.216
37.836952,0.898,-0.376,0.214
37.887,0.906,-0.062,0.208
37.936856,0.872,-0.096,0.204
37.986904,0.75,-0.206,0.194
38.036952,0.744,-0.176,0.236
38.087,0.788,-0.172,0.284
38.136856,0.75,-0.158,0.366
38.186904,0.76,-0.172,0.406
38.236952,0.882,-0.214,0.404
38.287,0.958,-0.198,0.414
38.336856,1.018,-0.232,0.368
38.386904,1.176,-0.272,0.326
38.436952,1.104,-0.31,0.334
38.487,0.928,-0.162,0.304
38.537856,1.042,-0.152,0.27
38.587904,0.91,-0.16,0.184
38.637952,0.8,-0.198,0.198
38.688,0.734,-0.254,0.16
38.737856,0.706,-0.198,0.176
38.787904,0.708,-0.194,0.162
38.837952,0.752,-0.176,0.172
38.888,0.888,-0.238,0.176
38.937856,1.032,-0.254,0.168
38.987904,1.096,-0.248,0.158
39.037952,1.3,-0.238,0.088
39.088,1.098,-0.368,0.152
39.137856,0.826,-0.3,0.246
39.187904,0.974,-0.152,0.246
39.237952,0.81,-0.072,0.224
39.288,0.688,-0.19,0.288
39.337856,0.778,-0.188,0.29
39.387904,0.84,-0.184,0.32
39.437952,0.85,-0.158,0.424
39.488,0.858,-0.192,0.418
39.538856,0.928,-0.086,0.36
39.588904,1.05,-0.204,0.344
39.638952,1.266,-0.272,0.364
39.689,1.134,-0.32,0.28
39.738856,1.002,-0.078,0.198
