t,x,y,z
16.609904,0.944,-0.278,0.226
16.659952,0.952,-0.286,0.2
16.71,0.934,-0.316,0.174
16.759856,0.924,-0.32,0.176
16.809904,0.924,-0.328,0.176
16.859952,0.892,-0.342,0.168
16.91,0.93,-0.368,0.184
16.959856,0.912,-0.364,0.208
17.009904,0.88,-0.362,0.222
17.059952,0.88,-0.356,0.226
17.11,0.886,-0.354,0.28
17.159856,0.858,-0.344,0.284
17.209904,0.87,-0.364,0.314
17.259952,0.876,-0.35,0.336
17.31,0.854,-0.352,0.378
17.359856,0.868,-0.364,0.378
17.409904,0.894,-0.366,0.416
17.459952,0.898,-0.36,0.416
17.51,0.86,-0.332,0.388
17.560856,0.952,-0.332,0.36
17.610904,0.966,-0.368,0.408
17.660952,0.826,-0.428,0.398
17.711,0.784,-0.448,0.352
17.760856,0.846,-0.528,0.306
17.810904,0.784,-0.58,0.232
17.860952,0.8,-0.55,0.2
17.911,0.752,-0.476,0.04
17.960856,0.626,-0.472,-0.024
18.010904,0.638,-0.508,-0.082
18.060952,0.568,-0.46,-0.224
18.111,0.336,-0.446,-0.262
18.160856,0.62,-0.328,-0.184
18.210904,0.972,-0.36,0.008
18.260952,1.158,-0.408,0.242
18.311,1.184,-0.438,0.48
18.360856,1.02,-0.492,0.49
18.410904,0.898,-0.67,0.342
18.460952,0.966,-0.748,0.296
18.511,1.02,-0.504,0.218
18.561856,0.994,-0.518,0.186
18.611904,0.88,-0.464,0.096
18.661952,0.824,-0.344,-0.006
18.712,0.86,-0.208,-0.062
18.761856,0.792,-0.182,-0.088
18.811904,0.782,-0.214,0.032
18.861952,0.83,-0.28,0.176
18.912,0.85,-0.36,0.368
18.961856,0.918,-0.446,0.464
19.011904,0.946,-0.574,0.458
19.061952,1.02,-0.578,0.516
19.112,1.094,-0.696,0.506
19.161856,0.892,-0.464,0.372
19.211904,0.742,-0.38,0.304
19.261952,0.688,-0.288,0.232
19.312,0.582,-0.178,0.196
19.361856,0.874,0.114,0.114
19.411904,0.982,0.104,0.208
19.461952,0.642,0.186,0.234
19.512,1.062,0.126,0.186
19.561856,1.15,-0.224,0.186
19.611904,0.662,-0.326,0.496
19.661952,0.748,-0.328,0.524
19.712,0.718,-0.524,0.672
19.762856,0.7,-0.494,0.624
19.812904,0.664,-0.51,0.528
19.862952,0.744,-0.652,0.408
19.913,0.798,-0.72,0.544
19.962856,0.688,-0.654,0.418
20.012904,0.642,-0.472,0.368
20.062952,0.924,-0.416,0.344
20.113,0.802,-0.398,0.346
20.162856,0.814,-0.444,0.488
20.212904,0.638,-0.564,0.602
20.262952,0.842,-0.526,0.418
20.313,0.83,-0.464,0.208
20.362856,0.92,-0.4,0.164
20.412904,0.926,-0.412,0.266
20.462952,0.87,-0.404,0.33
20.513,0.824,-0.418,0.386
20.562856,0.812,-0.398,0.378
20.612904,0.854,-0.398,0.328
20.662952,0.854,-0.412,0.318
20.713,0.83,-0.412,0.33
20.763856,0.84,-0.406,0.338
20.813904,0.848,-0.408,0.338
20.863952,0.846,-0.392,0.318
20.914,0.83,-0.4,0.314
20.963856,0.846,-0.42,0.324
21.013904,0.854,-0.414,0.32
21.063952,0.86,-0.414,0.306
21.114,0.848,-0.424,0.304
21.163856,0.85,-0.4,0.304
21.213904,0.864,-0.412,0.304
21.263952,0.856,-0.412,0.312
21.314,0.862,-0.412,0.314
21.363856,0.856,-0.412,0.298
21.413904,0.856,-0.402,0.308
21.463952,0.862,-0.408,0.308
21.514,0.856,-0.412,0.304
21.563856,0.848,-0.416,0.312
21.613904,0.87,-0.4,0.318
21.663952,0.856,-0.406,0.306
21.714,0.84,-0.41,0.32
21.764856,0.86,-0.412,0.308
21.814904,0.856,-0.424,0.308
21.864952,0.844,-0.43,0.314
21.915,0.846,-0.44,0.324
21.964856,0.856,-0.434,0.332
22.014904,0.862,-0.46,0.366
22.064952,0.864,-0.478,0.392
22.115,0.824,-0.562,0.466
22.164856,0.856,-0.534,0.42
22.214904,1.04,-0.48,0.394
22.264952,0.962,-0.502,0.366
22.315,0.876,-0.614,0.404
22.364856,0.784,-0.616,0.35
22.414904,0.748,-0.702,0.29
22.464952,0.748,-0.76,0.234
22.515,0.59,-0.664,0.112
22.564856,0.786,-0.624,0.058
22.614904,0.338,-0.582,0.03
22.664952,0.55,-0.448,-0.092
22.715,0.572,-0.396,-0.124
22.765856,0.584,-0.444,-0.066
22.815904,0.624,-0.694,0.162
22.865952,0.774,-0.71,0.288
22.916,0.824,-0.604,0.248
22.965856,0.802,-0.55,0.288
23.015904,0.888,-0.56,0.442
23.065952,1.04,-0.532,0.58
23.116,0.624,-0.53,0.656
23.165856,0.476,-0.568,0.69
23.215904,0.574,-0.546,0.706
23.265952,0.608,-0.524,0.69
23.316,0.44,-0.562,0.676
23.365856,0.448,-0.626,0.666
23.415904,0.534,-0.664,0.576
23.465952,0.636,-0.664,0.602
23.516,0.55,-0.654,0.602
23.565856,0.572,-0.668,0.602
23.615904,0.688,-0.626,0.48
23.665952,0.632,-0.582,0.544
23.716,0.332,-0.606,0.67
23.766856,0.392,-0.576,0.72
23.816904,0.322,-0.54,0.644
23.866952,0.686,-0.496,0.6
23.917,0.8,-0.492,0.59
23.966856,0.752,-0.742,0.554
24.016904,0.782,-0.69,0.584
24.066952,0.832,-0.606,0.392
24.117,0.786,-0.6,0.302
24.166856,0.71,-0.56,0.228
24.216904,0.588,-0.556,0.266
24.266952,0.51,-0.62,0.336
24.317,0.536,-0.556,0.434
24.366856,0.312,-0.6,0.456
24.416904,0.354,-0.672,0.534
24.466952,0.432,-0.6,0.546
24.517,0.3,-0.704,0.634
24.566856,0.022,-0.88,0.72
24.616904,0.016,-0.792,1.06
24.666952,-0.016,-0.83,0.872
24.717,0.172,-0.888,0.888
24.766856,-0.054,-0.786,0.842
24.816904,0.006,-0.71,0.858
24.866952,0.21,-0.694,0.75
24.917,0.12,-0.652,0.618
24.967856,0.326,-0.448,0.584
25.017904,0.678,-0.432,0.522
25.067952,0.652,-0.55,0.434
25.118,0.636,-0.496,0.4
25.167856,1.07,-0.398,0.398
25.217904,0.562,-0.352,0.414
25.267952,0.04,-0.188,0.666
25.318,-0.37,-0.318,1.032
25.367856,0.502,-0.56,0.804
25.417904,-0.094,-0.488,0.846
25.467952,0.15,-0.486,1.048
25.518,0.268,-0.412,1.05
25.567856,0.262,-0.304,1.072
25.617904,0.128,-0.368,1.012
25.667952,0.202,-0.326,1.096
25.718,-0.376,-0.198,1.178
25.767856,0.584,-0.288,0.976
25.817904,0.39,-0.284,0.882
25.867952,0.406,-0.23,0.81
25.918,0.408,-0.176,0.784
25.968856,0.492,-0.192,0.666
26.018904,0.534,-0.222,0.714
26.068952,0.304,-0.28,0.846
26.119,0.384,-0.27,0.852
26.168856,0.542,-0.268,0.76
26.218904,0.61,-0.262,0.714
26.268952,0.658,-0.268,0.69
26.319,0.754,-0.262,0.794
26.368856,0.632,-0.142,0.906
26.418904,0.59,-0.188,0.89
26.468952,0.54,-0.248,0.878
26.519,0.616,-0.188,0.77
26.568856,0.736,-0.034,0.626
26.618904,0.7,-0.078,0.53
26.668952,0.774,-0.236,0.504
26.719,0.796,-0.294,0.452
26.768856,0.876,-0.306,0.328
26.818904,0.88,-0.316,0.38
26.868952,0.85,-0.386,0.522
26.919,0.914,-0.428,0.702
26.969856,0.818,-0.4,0.808
27.019904,0.806,-0.476,0.712
27.069952,0.704,-0.384,0.498
27.12,0.632,-0.358,0.426
27.169856,0.654,-0.368,0.244
27.219904,0.536,-0.384,0.164
27.269952,0.702,-0.408,0.114
27.32,0.706,-0.392,0.176
27.369856,0.776,-0.56,0.32
27.419904,0.918,-0.684,0.302
27.469952,0.95,-0.718,0.218
27.52,0.886,-0.674,0.174
27.569856,1.208,-0.526,0.482
27.619904,0.92,-0.464,0.69
27.669952,0.704,-0.374,0.506
27.72,0.536,-0.168,0.426
27.769856,0.952,0.468,0.338
27.819904,0.518,0.378,0.372
27.869952,0.886,-0.012,0.418
27.92,0.56,-0.47,0.456
27.970856,0.656,-0.348,0.41
28.020904,0.568,-0.44,0.612
28.070952,0.93,-0.556,0.808
28.121,1.08,-0.574,0.754
28.170856,0.9,-0.272,0.712
28.220904,0.392,-0.246,0.628
28.270952,0.752,-0.304,0.816
28.321,0.568,-0.262,0.552
28.370856,0.588,-0.414,0.242
28.420904,0.462,-0.526,0.204
28.470952,0.54,-0.6,0.314
28.521,0.642,-0.654,0.34
28.570856,0.624,-0.644,0.272
28.620904,0.87,-0.646,0.302
28.670952,1.656,-0.444,0.554
28.721,0.776,-0.422,0.68
28.770856,0.672,-0.386,0.532
28.820904,0.878,-0.28,0.376
28.870952,0.782,-0.304,0.314
28.921,0.834,-0.462,0.324
28.971856,0.856,-0.424,0.224
29.021904,0.728,-0.416,0.2
29.071952,0.62,-0.376,0.168
29.122,1.084,-0.36,0.232
29.171856,0.802,-0.94,0.606
29.221904,1.004,-1.072,0.352
29.271952,0.734,-0.526,0.026
29.322,0.446,-0.464,-0.034
29.371856,0.408,-0.43,-0.008
29.421904,0.71,-0.536,0.224
29.471952,0.814,-0.94,0.28
29.522,0.68,-0.832,0.122
29.571856,1.152,-0.788,0.1
29.621904,1.614,-0.664,0.17
29.671952,0.77,-0.376,0.222
29.722,0.866,-0.308,0.288
29.771856,1.102,-0.214,0.27
29.821904,0.776,-0.334,0.2
29.871952,0.518,-0.44,0.186
29.922,0.554,-0.398,0.16
29.971856,0.714,-0.364,0.196
30.021904,0.88,-0.368,0.226
30.071952,0.974,-0.486,0.2
30.122,1.08,-0.688,0.292
30.172856,1.116,-0.582,0.288
30.222904,1.52,-0.518,0.338
30.272952,0.384,-0.206,0.302
30.323,0.634,-0.162,0.37
30.372856,0.792,-0.264,0.414
30.422904,0.674,-0.492,0.24
30.472952,0.862,-0.558,0.074
30.523,0.8,-0.478,0.036
30.572856,0.844,-0.408,0.026
30.622904,0.738,-0.364,-0.014
30.672952,0.832,-0.352,-0.048
30.723,1.51,-0.176,0.098
30.772856,1.048,0.194,0.224
30.822904,1.452,-0.188,0.458
30.872952,0.838,-0.248,0.266
30.923,0.868,-0.236,0.154
30.972856,0.574,-0.176,0.11
31.022904,0.624,-0.176,0.104
31.072952,0.824,-0.232,0.104
31.123,1.008,-0.29,0.122
31.173856,1.27,-0.514,0.428
31.223904,1.32,-0.64,0.712
31.273952,0.658,-0.358,0.276
31.324,0.392,-0.312,0.146
31.373856,1.062,-0.206,0.31
31.423904,0.908,-0.23,0.344
31.473952,0.798,-0.526,0.17
31.524,0.888,-0.59,0.154
31.573856,0.878,-0.504,0.104
31.623904,0.902,-0.444,0.064
31.673952,0.79,-0.38,0.048
31.724,0.904,-0.358,0.104
31.773856,1.422,-0.37,0.382
31.823904,1.074,-0.216,0.27
31.873952,0.51,-0.108,0.084
31.924,0.694,-0.014,-0.014
31.973856,1.376,-0.02,0.242
32.023904,1.12,-0.114,0.334
32.073952,0.902,-0.31,0.274
32.124,0.828,-0.506,0.336
32.174856,0.86,-0.338,0.32
32.224904,0.926,-0.272,0.248
32.274952,1.078,-0.248,0.324
32.325,0.952,-0.326,0.368
32.374856,0.646,-0.376,0.302
32.424904,0.712,-0.396,0.264
32.474952,0.998,-0.384,0.23
32.525,1.048,-0.462,0.276
32.574856,0.866,-0.55,0.302
32.624904,0.856,-0.526,0.258
32.674952,0.76,-0.466,0.098
32.725,0.742,-0.482,0.034
32.774856,0.86,-0.55,0.032
32.824904,0.902,-0.606,0.048
32.874952,0.908,-0.582,0.074
32.925,0.842,-0.572,0.174
32.974856,0.786,-0.55,0.2
33.024904,0.774,-0.536,0.226
33.074952,0.7,-0.51,0.298
33.125,0.696,-0.614,0.42
33.175856,0.824,-0.656,0.43
33.225904,0.814,-0.582,0.328
33.275952,0.638,-0.614,0.27
33.326,0.62,-0.658,0.264
33.375856,0.768,-0.644,0.314
33.425904,1.086,-0.574,0.392
33.475952,0.608,-0.398,0.272
33.526,0.568,-0.476,0.282
33.775856,0.848,-0.646,0.296
33.825904,0.896,-0.614,0.318
33.875952,0.822,-0.556,0.384
33.926,0.736,-0.604,0.328
33.975856,0.696,-0.598,0.25
34.025904,0.698,-0.558,0.194
34.075952,0.694,-0.56,0.11
34.126,0.678,-0.594,0.084
34.176856,0.706,-0.636,0.166
34.226904,0.798,-0.646,0.202
34.276952,0.71,-0.638,0.226
34.327,0.844,-0.684,0.294
34.376856,0.736,-0.656,0.296
34.426904,0.782,-0.592,0.272
34.476952,0.838,-0.61,0.208
34.527,0.808,-0.626,0.186
34.576856,0.798,-0.624,0.16
34.626904,0.784,-0.614,0.164
34.676952,0.796,-0.636,0.162
34.727,0.816,-0.632,0.164
34.776856,0.798,-0.64,0.196
34.826904,0.796,-0.624,0.194
34.876952,0.776,-0.624,0.222
34.927,0.784,-0.632,0.2
34.976856,0.782,-0.592,0.178
35.026904,0.806,-0.61,0.148
35.076952,0.798,-0.6,0.174
35.127,0.784,-0.6,0.202
35.176856,0.786,-0.604,0.248
35.226904,0.78,-0.62,0.25
35.276952,0.776,-0.588,0.218
35.327,0.774,-0.582,0.218
35.377856,0.798,-0.626,0.148
35.427904,0.802,-0.642,0.16
35.477952,0.786,-0.614,0.19
35.528,0.768,-0.594,0.2
35.577856,0.802,-0.614,0.176
35.627904,0.776,-0.612,0.192
35.677952,0.806,-0.608,0.212
35.728,0.786,-0.624,0.228
35.777856,0.796,-0.608,0.216
35.827904,0.812,-0.622,0.226
35.877952,0.838,-0.62,0.25
35.928,0.798,-0.608,0.25
35.977856,0.786,-0.604,0.226
36.027904,0.752,-0.61,0.244
36.077952,0.822,-0.658,0.212
36.128,0.856,-0.664,0.24
36.177856,0.824,-0.632,0.328
36.227904,0.752,-0.594,0.282
36.277952,0.774,-0.604,0.104
36.328,0.824,-0.594,0.088
36.378856,0.824,-0.518,0.164
36.428904,0.688,-0.48,0.176
36.478952,0.622,-0.472,0.186
36.529,0.646,-0.432,0.186
36.578856,0.71,-0.44,0.128
36.628904,0.646,-0.432,0.098
36.678952,0.704,-0.398,0.182
36.729,0.766,-0.45,0.178
36.778856,1.02,-0.76,0.318
36.828904,1.112,-0.838,0.542
36.878952,0.976,-0.706,0.584
36.929,0.598,-0.64,0.498
36.978856,0.608,-0.486,0.296
37.028904,0.846,-0.398,0.238
37.078952,0.992,-0.34,0.266
37.129,0.968,-0.384,0.302
37.178856,0.782,-0.48,0.334
37.228904,0.806,-0.456,0.292
37.278952,0.914,-0.438,0.226
37.329,0.886,-0.384,0.238
37.379856,0.892,-0.366,0.274
37.429904,0.86,-0.352,0.306
37.479952,0.856,-0.376,0.32
37.53,0.818,-0.354,0.296
37.579856,0.888,-0.368,0.272
37.629904,0.88,-0.382,0.296
37.679952,0.88,-0.358,0.334
37.73,0.896,-0.368,0.368
37.779856,0.83,-0.358,0.36
37.829904,0.766,-0.348,0.378
37.879952,0.806,-0.39,0.378
37.93,0.764,-0.368,0.366
37.979856,0.834,-0.39,0.33
38.029904,0.808,-0.406,0.32
38.079952,0.844,-0.44,0.296
38.13,0.844,-0.448,0.282
38.179856,0.848,-0.454,0.258
38.229904,0.862,-0.452,0.274
38.279952,0.856,-0.454,0.258
38.33,0.806,-0.44,0.264
38.380856,0.848,-0.46,0.248
38.430904,0.86,-0.456,0.254
38.480952,0.864,-0.464,0.234
38.531,0.856,-0.476,0.254
38.580856,0.84,-0.454,0.254
38.630904,0.856,-0.454,0.264
38.680952,0.86,-0.45,0.26
38.731,0.85,-0.462,0.27
38.780856,0.844,-0.454,0.27
38.830904,0.85,-0.452,0.28
38.880952,0.85,-0.44,0.28
38.931,0.856,-0.454,0.286
38.980856,0.856,-0.444,0.294
39.030904,0.848,-0.436,0.29
39.080952,0.832,-0.44,0.288
39.131,0.854,-0.444,0.296
39.180856,0.842,-0.424,0.296
39.230904,0.844,-0.432,0.296
39.280952,0.852,-0.432,0.282
39.331,0.838,-0.432,0.292
39.381856,0.878,-0.432,0.276
39.431904,0.864,-0.45,0.292
39.481952,0.958,-0.56,0.362
39.532,0.934,-0.632,0.44
39.581856,1.19,-0.684,0.442
39.631904,0.97,-0.742,0.376
39.681952,0.77,-0.848,0.276
39.732,0.67,-0.896,0.128
39.781856,0.584,-0.828,0.024
