t,x,y,z
14.816904,0.514,0.04,-0.676
14.866952,0.384,0.176,-0.792
14.917,0.4,0.204,-0.804
14.966856,0.504,0.112,-0.738
15.016904,0.474,0.048,-0.676
15.066952,0.378,0.08,-0.754
15.117,0.398,0.026,-0.762
15.167856,0.408,0.05,-0.756
15.217904,0.4,0.018,-0.738
15.267952,0.4,0.02,-0.8
15.318,0.394,0.008,-0.752
15.367856,0.394,0.002,-0.788
15.417904,0.354,-0.002,-0.82
15.467952,0.368,-0.016,-0.794
15.518,0.37,-0.048,-0.83
15.567856,0.354,-0.048,-0.848
15.617904,0.362,-0.084,-0.77
15.667952,0.356,-0.014,-0.76
15.718,0.384,0.014,-0.808
15.767856,0.388,0.018,-0.782
15.817904,0.362,0.018,-0.796
15.867952,0.35,0.04,-0.83
15.918,0.368,0.042,-0.77
15.967856,0.38,0.024,-0.776
16.017904,0.36,0.024,-0.772
16.067952,0.35,0.024,-0.808
16.118,0.254,0.144,-0.882
16.168856,0.328,-0.006,-0.836
16.218904,0.4,-0.126,-0.788
16.268952,0.35,-0.024,-0.734
16.319,0.306,0.084,-0.756
16.368856,0.304,0.096,-0.816
16.418904,0.346,0.042,-0.824
16.468952,0.318,0.03,-0.826
16.519,0.292,0.05,-0.798
16.568856,0.27,0.024,-0.852
16.618904,0.318,-0.016,-0.8
16.668952,0.292,0.008,-0.8
16.719,0.26,0.002,-0.846
16.768856,0.334,0.036,-0.84
16.818904,0.37,0.068,-0.766
16.868952,0.344,0.1,-0.756
16.919,0.206,0.08,-0.856
16.968856,0.302,0.042,-0.814
17.018904,0.324,0.08,-0.802
17.068952,0.32,0.062,-0.724
17.119,0.24,0.1,-0.748
17.169856,0.254,0.11,-0.858
17.219904,0.258,0.066,-0.858
17.269952,0.258,0.074,-0.89
17.32,0.238,0.074,-0.852
17.369856,0.248,0.058,-0.864
17.419904,0.266,0.032,-0.82
17.469952,0.238,0.026,-0.828
17.52,0.256,0.04,-0.856
17.569856,0.27,0.032,-0.81
17.619904,0.288,0.036,-0.794
17.669952,0.282,0.072,-0.83
17.72,0.274,0.094,-0.83
17.769856,0.284,0.096,-0.826
17.819904,0.29,0.058,-0.818
17.869952,0.318,0.05,-0.81
17.92,0.306,0.03,-0.83
17.969856,0.288,0.026,-0.828
18.019904,0.302,0.008,-0.824
18.069952,0.306,0.014,-0.81
18.12,0.314,0.004,-0.802
18.169856,0.272,0.032,-0.936
18.219904,0.356,-0.014,-0.712
18.269952,0.328,-0.12,-0.808
18.32,0.24,-0.03,-0.84
18.370856,0.34,-0.094,-0.77
18.420904,0.328,-0.092,-0.784
18.470952,0.298,-0.096,-0.808
18.521,0.324,-0.104,-0.792
18.570856,0.346,-0.146,-0.772
18.620904,0.346,-0.156,-0.804
18.670952,0.346,-0.16,-0.782
18.721,0.336,-0.178,-0.794
18.770856,0.356,-0.178,-0.784
18.820904,0.362,-0.176,-0.78
18.870952,0.34,-0.192,-0.774
18.921,0.36,-0.2,-0.77
18.970856,0.366,-0.224,-0.776
19.020904,0.414,-0.286,-0.73
19.070952,0.316,-0.232,-0.8
19.121,0.338,-0.222,-0.77
19.170856,0.37,-0.232,-0.762
19.220904,0.37,-0.224,-0.732
19.270952,0.368,-0.262,-0.722
19.321,0.372,-0.24,-0.76
19.371856,0.386,-0.274,-0.752
19.421904,0.392,-0.302,-0.718
19.471952,0.442,-0.334,-0.724
19.522,0.48,-0.432,-0.596
19.571856,0.36,-0.254,-0.772
19.621904,0.25,-0.194,-0.848
19.671952,0.376,-0.312,-0.724
19.722,0.446,-0.352,-0.656
19.771856,0.4,-0.284,-0.8
19.821904,0.378,-0.086,-0.754
19.871952,0.426,-0.296,-0.64
19.922,0.4,-0.258,-0.754
19.971856,0.4,-0.288,-0.816
20.021904,0.436,-0.28,-0.74
20.071952,0.41,-0.268,-0.754
20.122,0.45,-0.27,-0.594
20.171856,0.456,-0.318,-0.692
20.221904,0.414,-0.262,-0.692
20.271952,0.418,-0.328,-0.682
20.322,0.442,-0.352,-0.648
20.372856,0.432,-0.346,-0.688
20.422904,0.674,-0.432,-0.618
20.472952,0.314,-0.044,-0.746
20.523,0.46,-0.318,-0.69
20.572856,0.564,-0.448,-0.612
20.622904,0.392,-0.3,-0.736
20.672952,0.412,-0.422,-0.734
20.723,0.474,-0.312,-0.656
20.772856,0.304,-0.27,-0.762
20.822904,0.446,-0.488,-0.664
20.872952,0.546,-0.536,-0.686
20.923,0.416,-0.478,-0.642
20.972856,0.378,-0.536,-0.554
21.022904,0.564,-0.686,-0.388
21.072952,0.52,-1.084,-0.344
21.123,0.482,-1.448,-0.26
21.172856,0.34,-1.142,-0.288
21.222904,0.142,-0.48,0.422
21.272952,-0.104,-0.526,0.56
21.323,-0.514,-1.038,0.412
21.373856,-0.524,-1.12,0.224
21.423904,-0.478,-0.926,0.126
21.473952,-0.51,-0.806,0.412
21.524,-0.48,-0.62,0.328
21.573856,-0.45,-0.48,0.432
21.623904,-0.462,-0.382,0.328
21.673952,-0.638,-0.37,0.352
21.724,-0.744,-0.224,0.384
21.773856,-0.944,-0.288,0.45
21.823904,-0.934,-0.322,0.32
21.873952,-0.864,-0.344,0.494
21.924,-0.864,-0.172,0.414
21.973856,-0.908,-0.286,0.412
22.023904,-0.876,-0.318,0.438
22.073952,-0.974,-0.24,0.488
22.124,-0.9,-0.37,0.428
22.173856,-0.822,-0.194,0.402
22.223904,-0.824,-0.32,0.386
22.273952,-0.856,-0.398,0.318
22.324,-0.824,-0.382,0.286
22.374856,-0.806,-0.36,0.306
22.424904,-0.702,-0.382,0.336
22.474952,-0.606,-0.4,0.262
22.525,-0.504,-0.382,0.134
22.574856,-0.35,-0.352,0.11
22.624904,-0.384,-0.332,0.102
22.674952,-0.16,-0.966,0.088
22.725,-0.07,-1.33,0.044
22.774856,0.126,-1.41,-0.008
22.824904,0.046,-1.944,0.012
22.874952,-0.12,-1.078,-0.016
22.925,-0.008,-0.972,0.16
22.974856,0.172,-0.952,0.066
23.024904,0.146,-1.302,0.034
23.074952,0.304,-0.83,0.076
23.125,0.29,-0.878,0.128
23.174856,0.328,-0.96,0.158
23.224904,0.314,-0.88,0.076
23.274952,0.28,-0.914,0.07
23.325,0.328,-0.888,0.13
23.374856,0.346,-0.944,0.128
23.424904,0.286,-0.888,0.096
23.474952,0.27,-0.888,0.086
23.525,0.2,-0.864,0.006
23.575856,0.36,-1.048,0.142
23.625904,0.336,-0.934,-0.008
23.675952,0.254,-0.926,0.07
23.726,0.468,-0.778,0.26
23.775856,0.596,-0.608,0.248
23.825904,0.61,-0.432,-0.016
23.875952,0.682,-0.274,-0.21
23.926,0.904,-0.656,-0.478
23.975856,0.948,-0.37,-0.974
24.025904,0.784,-0.742,-1.466
24.075952,0.43,-0.562,-1.242
24.126,0.856,-0.428,0.242
24.175856,0.8,-0.064,-0.4
24.225904,0.804,0.08,-0.64
24.275952,0.738,0.04,-0.532
24.326,0.89,-0.08,-0.356
24.375856,0.884,-0.172,-0.484
24.425904,0.8,-0.136,-0.386
24.475952,0.756,-0.07,-0.378
24.526,0.738,-0.094,-0.398
24.576856,0.76,-0.254,-0.32
24.626904,0.794,0.164,-0.4
24.676952,0.754,-0.542,-0.564
24.727,0.744,0.122,-0.314
24.776856,0.754,-0.08,-0.236
24.826904,0.762,-0.224,-0.464
24.876952,0.784,-0.302,-0.578
24.927,0.8,-0.176,-0.4
24.976856,0.896,-0.124,-0.272
25.026904,0.848,-0.126,-0.332
25.076952,0.912,-0.384,-0.264
25.127,0.866,-0.32,-0.218
25.176856,0.836,-0.3,-0.186
25.226904,0.798,-0.126,-0.232
25.276952,0.8,-0.892,-0.488
25.327,0.832,-0.108,-0.218
25.376856,0.878,-0.11,-0.2
25.426904,0.852,-0.024,-0.308
25.476952,0.776,-0.188,-0.442
25.527,0.692,-0.344,-0.45
25.577856,0.75,-0.214,-0.478
25.627904,0.818,-0.096,-0.424
25.677952,1.012,-0.048,-0.314
25.728,0.96,-0.278,-0.222
25.777856,0.702,-0.348,-0.402
25.827904,0.762,-0.172,-0.28
25.877952,0.898,-0.224,-0.232
25.928,0.906,-0.272,-0.244
25.977856,0.862,-0.466,-0.336
26.027904,0.808,-0.448,-0.45
26.077952,0.83,-0.206,-0.32
26.128,0.74,-0.244,-0.264
26.177856,0.666,-0.23,-0.244
26.227904,0.72,-0.408,-0.24
26.277952,0.784,-0.312,-0.26
26.328,0.818,-0.408,-0.176
26.377856,0.8,-0.374,-0.2
26.427904,0.74,-0.344,-0.232
26.477952,0.792,-0.278,-0.314
26.528,0.778,-0.398,-0.402
26.578856,0.858,-0.232,-0.34
26.628904,0.876,-0.206,-0.328
26.678952,0.84,-0.382,-0.33
26.729,0.778,-0.218,-0.314
26.778856,0.81,-0.208,-0.346
26.828904,0.798,-0.224,-0.346
26.878952,0.798,-0.232,-0.346
26.929,0.808,-0.24,-0.352
26.978856,0.826,-0.254,-0.346
27.028904,0.82,-0.242,-0.324
27.078952,0.79,-0.252,-0.336
27.129,0.792,-0.242,-0.34
27.178856,0.804,-0.264,-0.346
27.228904,0.802,-0.264,-0.344
27.278952,0.778,-0.252,-0.32
27.329,0.81,-0.268,-0.354
27.378856,0.81,-0.254,-0.336
27.428904,0.808,-0.262,-0.348
27.478952,0.788,-0.262,-0.338
27.529,0.808,-0.262,-0.34
27.579856,0.806,-0.264,-0.334
27.629904,0.808,-0.264,-0.336
27.679952,0.81,-0.27,-0.336
27.73,0.808,-0.27,-0.336
27.779856,0.8,-0.258,-0.336
27.829904,0.818,-0.23,-0.34
27.879952,0.842,-0.224,-0.346
27.93,0.804,-0.258,-0.34
27.979856,0.784,-0.28,-0.322
28.029904,0.818,-0.304,-0.308
28.079952,0.834,-0.262,-0.296
28.13,0.83,-0.194,-0.274
28.179856,0.834,-0.272,-0.352
28.229904,0.882,-0.192,-0.324
28.279952,0.792,-0.24,-0.33
28.33,0.804,-0.274,-0.352
28.379856,0.89,-0.22,-0.37
28.429904,0.828,-0.242,-0.338
28.479952,0.738,-0.254,-0.32
28.53,0.73,-0.268,-0.362
28.579856,0.786,-0.294,-0.328
28.629904,0.776,-0.332,-0.292
28.679952,0.77,-0.304,-0.288
28.73,0.762,-0.364,-0.196
28.980856,0.816,-0.448,-0.24
29.030904,0.786,-0.444,-0.186
29.080952,0.754,-0.494,-0.224
29.131,0.744,-0.48,-0.224
29.180856,0.762,-0.492,-0.238
29.230904,0.74,-0.524,-0.254
29.280952,0.744,-0.498,-0.21
29.331,0.76,-0.542,-0.156
29.380856,0.858,-0.56,0.034
29.430904,0.858,-0.556,0.062
29.480952,0.786,-0.766,-0.064
29.531,0.744,-0.672,0.044
29.580856,0.656,-0.524,-0.132
29.630904,0.578,-0.678,-0.136
29.680952,0.624,-0.632,-0.18
29.731,0.688,-0.636,-0.064
29.780856,0.64,-0.488,-0.032
29.830904,0.61,-0.568,0.032
29.880952,0.586,-0.656,-0.02
29.931,0.576,-0.78,-0.098
29.981856,0.532,-0.806,-0.032
30.031904,0.482,-0.784,-0.05
30.081952,0.498,-0.824,0.012
30.132,0.522,-0.738,-0.034
30.181856,0.552,-0.674,-0.05
30.231904,0.66,-0.658,-0.042
30.281952,0.862,-0.528,-0.048
30.332,1.192,-0.378,-0.032
30.381856,1.136,-0.464,0.098
30.431904,1.114,-0.27,0.078
30.481952,0.906,-0.358,0.128
30.532,0.746,-0.38,0.126
30.581856,0.736,-0.396,0.146
30.631904,0.744,-0.432,0.166
30.681952,0.772,-0.472,0.206
30.732,0.826,-0.496,0.254
30.781856,0.862,-0.482,0.308
30.831904,0.822,-0.434,0.354
30.881952,0.944,-0.422,0.332
30.932,1.088,-0.304,0.24
30.982856,1.124,-0.24,0.236
31.032904,1.274,-0.224,0.158
31.082952,1.498,-0.332,0.16
31.133,1.31,-0.396,0.14
31.182856,0.926,-0.352,0.104
31.232904,0.578,-0.348,0.128
31.282952,0.432,-0.448,0.108
31.333,0.298,-0.392,0.096
31.382856,0.324,-0.536,0.108
31.432904,0.352,-0.574,0.088
31.482952,0.564,-0.808,0.104
31.533,0.656,-0.774,0.146
31.582856,0.9,-0.816,0.152
31.632904,0.928,-0.656,0.184
31.682952,0.818,-0.71,0.228
31.733,0.84,-0.552,0.176
31.782856,0.784,-0.646,0.19
31.832904,0.74,-0.61,0.13
31.882952,0.666,-0.754,0.088
31.933,0.648,-0.74,0.072
31.983856,0.69,-0.718,0.024
32.033904,0.638,-0.626,0.032
32.083952,0.778,-0.604,-0.068
32.134,0.882,-0.602,-0.084
32.183856,0.936,-0.476,-0.114
32.233904,0.954,-0.534,-0.112
32.283952,1.08,-0.39,-0.142
32.334,0.904,-0.374,-0.18
32.383856,0.722,-0.338,-0.154
32.433904,0.724,-0.312,-0.154
32.483952,0.758,-0.352,-0.124
32.534,0.784,-0.428,-0.064
32.583856,0.736,-0.46,-0.016
32.633904,0.824,-0.546,0.012
32.683952,1.004,-0.55,0.064
32.734,0.896,-0.638,0.142
32.783856,0.808,-0.624,0.126
32.833904,0.802,-0.598,0.144
32.883952,0.746,-0.566,0.156
32.934,0.664,-0.576,0.182
32.984856,0.672,-0.594,0.318
33.034904,0.788,-0.55,0.096
33.084952,0.794,-0.492,0.016
33.135,0.84,-0.558,-0.042
33.184856,0.864,-0.51,-0.096
33.234904,0.818,-0.454,-0.114
33.284952,0.804,-0.352,-0.164
33.335,0.938,-0.4,-0.12
33.384856,0.926,-0.352,-0.16
33.434904,0.872,-0.406,-0.01
33.484952,0.85,-0.382,-0.032
33.535,0.8,-0.438,0.016
33.584856,0.764,-0.462,0.024
33.634904,0.82,-0.48,0.102
33.684952,0.928,-0.536,0.12
33.735,0.906,-0.48,0.096
33.784856,0.846,-0.462,0.14
33.834904,0.798,-0.444,0.104
33.884952,0.788,-0.446,0.11
33.935,0.82,-0.462,0.056
33.984856,0.846,-0.462,0.04
34.034904,0.866,-0.456,0.018
34.084952,0.888,-0.45,-0.01
34.135,0.904,-0.364,-0.016
34.185856,0.936,-0.408,-0.024
34.235904,0.882,-0.332,-0.008
34.285952,0.866,-0.38,-0.002
34.336,0.832,-0.386,0.038
34.385856,0.848,-0.4,0.06
34.435904,0.82,-0.446,0.118
34.485952,0.808,-0.448,0.162
34.536,0.818,-0.466,0.204
34.585856,0.84,-0.492,0.24
34.635904,0.826,-0.478,0.224
34.685952,0.784,-0.43,0.242
34.736,0.84,-0.444,0.22
34.785856,0.866,-0.448,0.232
34.835904,0.928,-0.43,0.236
34.885952,0.894,-0.376,0.224
34.936,0.976,-0.368,0.216
34.985856,0.948,-0.352,0.126
35.035904,0.882,-0.296,0.126
35.085952,0.912,-0.254,0.048
35.136,0.93,-0.248,-0.016
35.186856,0.848,-0.278,-0.02
35.236904,0.83,-0.332,-0.008
35.286952,0.84,-0.37,-0.048
35.337,0.846,-0.37,-0.032
35.386856,0.824,-0.44,0.012
35.436904,0.814,-0.448,0.014
35.486952,0.832,-0.43,0.014
35.537,0.82,-0.39,0.014
35.586856,0.884,-0.428,0.014
35.636904,0.936,-0.446,0.014
35.686952,0.868,-0.418,0.038
35.737,0.936,-0.422,0.012
35.786856,0.922,-0.342,0.018
35.836904,0.872,-0.318,0.04
35.886952,0.894,-0.326,0.03
35.937,0.9,-0.36,0.046
35.986856,0.824,-0.318,0.08
36.036904,0.922,-0.336,0.096
36.086952,0.89,-0.286,0.1
36.137,0.882,-0.312,0.128
36.187856,0.898,-0.304,0.102
36.237904,0.922,-0.294,0.07
36.287952,0.882,-0.304,0.05
36.338,0.91,-0.614,0.048
36.387856,0.964,-0.77,0.006
36.437904,0.946,-1.07,0.068
36.487952,0.872,-1.22,0.086
36.538,0.674,-1.334,0.028
36.587856,0.644,-1.502,-0.058
36.637904,0.252,-1.296,-0.37
36.687952,0.12,-0.88,-0.274
36.738,-0.114,-0.24,-0.072
36.787856,-0.294,-0.21,0.034
36.837904,-0.368,-0.21,0.216
36.887952,-0.47,-0.08,0.272
36.938,-0.844,-0.096,0.31
36.987856,-0.966,-0.088,0.272
37.037904,-0.988,-0.044,0.352
37.087952,-0.984,0.03,0.302
37.138,-0.934,0.02,0.422
37.188856,-0.946,-0.08,0.336
37.238904,-0.816,-0.07,0.368
37.288952,-0.818,0.08,0.358
37.339,-0.876,0.016,0.272
37.388856,-0.956,0.044,0.248
37.438904,-0.982,-0.088,0.216
37.488952,-1.008,-0.082,0.162
37.539,-0.998,-0.142,0.174
37.588856,-0.956,-0.142,0.23
37.638904,-1.014,-0.21,0.238
37.688952,-0.992,-0.192,0.204
37.739,-0.944,-0.268,0.192
37.788856,-0.944,-0.23,0.128
37.838904,-0.952,-0.198,0.078
37.888952,-0.978,-0.184,0.044
37.939,-0.984,-0.198,0.048
37.988856,-0.978,-0.204,0.06
38.038904,-0.988,-0.216,0.06
38.088952,-0.962,-0.208,0.048
38.139,-0.936,-0.194,0.07
38.189856,-0.924,-0.24,0.126
38.239904,-0.96,-0.24,-0.036
38.289952,-0.926,-0.27,0.094
38.34,-0.924,-0.342,0.124
38.389856,-0.92,-0.294,0.188
38.439904,-0.91,-0.336,0.162
38.489952,-0.918,-0.248,0.092
38.54,-0.876,-0.352,0.098
38.589856,-0.844,-0.242,-0.084
38.639904,-0.898,-0.366,0.028
38.689952,-0.942,-0.36,0.06
